LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,UTIL_1,UTIL_2,UTIL_3,UTIL_4,UTIL_5,UTIL_6,UTIL_AVG,PAY_RATIO_1,PAY_RATIO_2,PAY_RATIO_3,PAY_RATIO_4,PAY_RATIO_5,PAYRATIO_AVG,MAX_DELAY,SUM_DELAYS,NUM_MONTHS_LATE,WORSENING,BILL_TREND,HEADROOM,BILL_STD,PAYAMT_STD,default
50000,2,2,1,34,-2,-1,0,0,0,0,50680,50655,50710,50503,40140,-21364,50702,2033,1776,2000,29000,59901,1.0136,1.0131,1.0142,1.01006,0.8028,-0.42728,0.7377466666666667,1.0009278452275194,0.04009071189114573,0.035166227748846604,0.04982561036372696,,0.2815025988078097,0,0,0,-2,72044,-680,28844.536631165814,26408.337998947733,0.0
60000,1,2,2,25,1,2,2,0,0,0,61514,61748,58583,28301,29301,14400,1800,0,600,1000,300,28154,1.0252333333333334,1.0291333333333332,0.9763833333333334,0.47168333333333334,0.48835,0.24,0.7051305555555557,0.02915074172442832,0.0,0.02120066428748101,0.03412852803658578,0.020833333333333332,0.021062653476365687,2,5,3,1,47114,-1514,20764.846365111076,11209.146533077352,0.0
260000,1,1,2,29,-1,-1,-1,-1,-1,-1,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,0.02756923076923077,0.017288461538461537,0.015507692307692307,0.008092307692307692,0.010192307692307691,0.013353846153846154,0.01533397435897436,1.0004449388209122,1.0007440476190477,1.0033269961977187,1.0011320754716981,1.167626728110599,1.0346549572439951,-1,0,0,0,3696,252832,1787.586799757334,1114.988191267812,0.0
160000,2,2,1,31,0,0,0,0,0,0,63780,64675,56561,52338,31133,27590,3518,3015,2128,2000,1000,2473,0.398625,0.40421875,0.35350625,0.3271125,0.19458125,0.1724375,0.3084135416666667,0.05439505218399691,0.05330528102402716,0.04065879475715541,0.0642405164937526,0.03624501631025734,0.04976893215383789,0,0,0,0,36190,96220,16182.483065545493,873.5753354271552,0.0
210000,2,2,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,1,1,3,0,210000,0.0,0.0,1.0
30000,2,2,1,29,0,0,0,0,0,2,27030,23830,24943,27507,30767,29762,2379,1500,3000,3722,0,1543,0.901,0.7943333333333333,0.8314333333333334,0.9169,1.0255666666666667,0.9920666666666667,0.9102166666666666,0.09983214435585397,0.06013711261676623,0.10906314756243865,0.12097377059836838,0.0,0.07800123502668545,2,2,1,-2,-2732,2970,2675.57012616003,1308.764149875752,0.0
80000,2,2,1,37,0,0,0,0,0,0,57830,55107,51616,47843,48427,49101,2103,2023,1850,1800,1806,1516,0.722875,0.6888375,0.6452,0.5980375,0.6053375,0.6137625,0.6456750000000001,0.038162120964668735,0.03919327340359578,0.038668143720084446,0.03716934767794825,0.036781328282519704,0.03799484280976338,0,0,0,0,8729,22170,4037.8877646611227,204.9045306152762,0.0
80000,2,2,1,35,0,0,0,0,0,0,81513,82816,74170,73609,46443,47231,3612,2830,2194,1797,2000,2000,1.0189125,1.0352,0.927125,0.9201125,0.5805375,0.5903875,0.8453791666666667,0.04361476043276662,0.03815558851287582,0.029806137836405875,0.03869259091789936,0.04234506997522813,0.038522829535035163,0,0,0,0,34282,-1513,16534.089000203992,689.8851353667508,0.0
60000,2,1,1,28,-1,-1,-1,-1,-1,-1,2848,1469,1647,1355,1458,1631,1469,1675,1355,1458,1631,1931,0.047466666666666664,0.024483333333333333,0.02745,0.022583333333333334,0.0243,0.027183333333333334,0.02891111111111111,1.0,1.0170006071645417,1.0,1.0,1.0,1.0034001214329085,-1,0,0,0,1217,57152,556.6351288471351,206.10846658980313,0.0
390000,2,4,2,45,0,0,0,0,0,0,184547,179819,162571,167832,205750,212634,6645,5782,7782,42393,10414,7422,0.4731974358974359,0.461074358974359,0.416848717948718,0.43033846153846156,0.5275641025641026,0.5452153846153847,0.4757064102564103,0.036953825791490334,0.035565998855884504,0.046367796367796366,0.20604131227217498,0.04897617502374973,0.07478102166221919,0,0,0,0,-28087,205453,20086.770718560016,14286.163665122509,0.0
30000,2,1,2,24,0,0,2,2,-2,-2,27660,28780,780,0,0,0,2000,0,0,0,0,0,0.922,0.9593333333333334,0.026,0.0,0.0,0.0,0.31788888888888894,0.06949270326615706,0.0,,,,0.03474635163307853,2,4,2,2,27660,2340,14479.532681225135,816.496580927726,0.0
30000,2,3,1,60,-1,3,2,0,0,3,5867,5621,4090,2829,2108,1801,0,0,0,1801,0,0,0.19556666666666667,0.18736666666666665,0.13633333333333333,0.0943,0.07026666666666667,0.060033333333333334,0.12397777777777778,0.0,0.0,0.0,0.8543643263757116,0.0,0.1708728652751423,3,8,3,-4,4066,24133,1757.0027508990038,735.2551711254173,1.0
150000,2,2,2,26,0,0,0,0,0,0,69169,67855,74494,74204,75678,74235,3083,10000,2554,2566,2600,3016,0.4611266666666667,0.45236666666666664,0.49662666666666666,0.4946933333333333,0.50452,0.4949,0.48403888888888885,0.04543511900375801,0.1342389991140226,0.034418629723465044,0.03390681571923148,0.03502391055432074,0.05660469482295958,0,0,0,0,-5066,80831,3243.2681922201045,2963.47623015044,0.0
260000,2,2,2,27,0,0,0,-1,-1,0,25419,19045,19270,11915,114479,24511,3000,3017,11915,114479,2000,2500,0.09776538461538462,0.07325,0.07411538461538461,0.04582692307692308,0.44030384615384616,0.09427307692307692,0.13758910256410256,0.15752165922814387,0.15656460819927348,1.0,1.0,0.08159601811431602,0.47913645710834674,0,0,0,0,908,234581,38858.85112257781,45059.19950798061,0.0
150000,2,2,1,31,-1,0,0,0,-1,-1,23427,25252,19004,15206,1423,8923,5554,5070,5076,1457,9047,22720,0.15618,0.16834666666666667,0.12669333333333332,0.10137333333333333,0.009486666666666666,0.05948666666666667,0.10359444444444445,0.21994297481387612,0.26678593980214693,0.3338155991056162,1.0238931834153198,1.0138966715230304,0.5716668737319979,0,0,0,0,14504,126573,9074.281666703248,7530.747028017871,0.0
200000,2,2,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,200000,0.0,0.0,0.0
100000,2,2,2,27,0,0,0,0,0,0,42713,50270,22576,18247,22029,19540,10000,10000,1500,4000,5000,5000,0.42713,0.5027,0.22576,0.18247,0.22029,0.1954,0.29229166666666667,0.1989258006763477,0.44294826364280654,0.08220529402093495,0.18157882790866586,0.25588536335721596,0.23230870992119418,0,0,0,0,23173,57287,13675.711249023454,3411.988667429402,0.0
100000,1,2,2,31,0,0,0,0,0,0,21345,26288,23386,25362,26318,42484,6363,4386,5362,4344,20000,4382,0.21345,0.26288,0.23386,0.25362,0.26318,0.42484,0.27530499999999997,0.24204960438222764,0.1875481057042675,0.21141865783455563,0.1650581351166502,0.4707654646455136,0.25536799353664297,0,0,0,0,-21139,78655,7573.120988073543,6188.515829071351,0.0
50000,2,2,2,23,0,0,0,0,0,0,32822,20669,4510,2893,2000,2800,1150,1000,300,400,800,0,0.65644,0.41338,0.0902,0.05786,0.04,0.056,0.21898000000000004,0.05563887948134888,0.22172949002217296,0.10369858278603526,0.2,0.2857142857142857,0.17335624760076856,0,0,0,0,30022,17178,12851.125927326368,445.4398575191343,0.0
160000,2,2,2,27,-2,-2,-1,-1,-1,0,490,-85,5215,4115,3921,3421,3085,5300,1000,22200,2000,149763,0.0030625,-0.00053125,0.03259375,0.02571875,0.02450625,0.02138125,0.017788541666666668,,1.0162991371045063,0.24301336573511542,5.661820964039785,0.5846243788365975,1.8764394614290012,0,0,0,-2,-2931,159510,2137.7684080991253,58926.488458078005,0.0
30000,2,1,2,45,1,2,-1,-1,-1,-1,5830,1330,909,390,29570,940,0,909,390,29570,940,3482,0.19433333333333333,0.044333333333333336,0.0303,0.013,0.9856666666666667,0.03133333333333333,0.21649444444444446,0.0,1.0,1.0,1.0,1.0,0.8,2,3,2,2,4890,24170,11479.612544274596,11668.722507912624,0.0
100000,1,2,2,40,0,0,0,0,0,0,95600,87442,60737,66077,68990,70724,15037,5003,8058,8000,3000,5000,0.956,0.87442,0.60737,0.66077,0.6899,0.70724,0.7492833333333332,0.17196541707646212,0.08237153629583285,0.12194863568261272,0.11595883461371213,0.04241841524800633,0.10693256778332524,0,0,0,0,24876,4400,13539.49719401229,4241.866130215176,0.0
70000,2,2,2,33,0,0,0,0,0,2,14320,15383,16318,17048,18772,18320,1600,1500,1000,2000,0,1000,0.20457142857142857,0.21975714285714285,0.23311428571428572,0.24354285714285714,0.26817142857142856,0.26171428571428573,0.23847857142857143,0.1040109211467204,0.09192302978306165,0.05865790708587518,0.10654165778819519,0.0,0.07222670316077048,2,2,1,-2,-4000,55680,1707.8201017671622,694.0220937885671,0.0
60000,1,1,2,24,0,0,0,0,0,0,20873,22228,22691,22816,26587,22917,2000,1246,720,4780,1700,4000,0.3478833333333333,0.37046666666666667,0.3781833333333333,0.38026666666666664,0.44311666666666666,0.38195,0.3836444444444444,0.08997660608241857,0.05491163897580539,0.03155680224403927,0.17978711400308423,0.07418073918924815,0.08608258009891913,0,0,0,0,-2044,39127,1903.7235793745547,1614.1972204989904,0.0
290000,1,1,2,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,290000,0.0,0.0,0.0
240000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,240000,0.0,0.0,1.0
510000,2,1,2,30,-1,-1,-1,-1,0,0,71121,481382,559712,163628,117475,116656,493358,1227082,164577,510,6239,4550,0.13945294117647059,0.9438862745098039,1.0974745098039216,0.3208392156862745,0.23034313725490196,0.22873725490196078,0.49345555555555554,1.0248783710234284,2.1923453490366476,1.0057997408756447,0.004341349223238987,0.053482032642984505,0.8561693685603888,0,0,0,-1,-45535,438879,211775.30060955332,485168.44474786957,0.0
290000,2,1,2,31,0,0,0,0,0,0,41879,42882,43992,45061,46998,51046,2000,2100,2100,3000,5000,2050,0.14441034482758622,0.14786896551724138,0.15169655172413793,0.15538275862068965,0.16206206896551725,0.17602068965517242,0.15624022988505748,0.04663961568956672,0.04773595199127114,0.04660349304276425,0.06383250351078769,0.09795086784468911,0.06055248641581577,0,0,0,0,-9167,248121,3323.164435694789,1184.2367443491469,0.0
210000,2,2,1,31,0,0,0,0,0,0,205243,209502,203831,178410,130619,115700,7736,7100,8300,4800,4396,4200,0.977347619047619,0.9976285714285714,0.9706238095238096,0.8495714285714285,0.621995238095238,0.550952380952381,0.8280198412698413,0.03692566180752451,0.03483277813482738,0.046522055938568466,0.036748099434232386,0.037994814174589456,0.03860468189794845,0,0,0,0,89543,4757,41052.58669276111,1828.624692676621,0.0
50000,2,1,2,25,-1,2,-1,-1,-1,-1,9040,3020,2262,2185,0,5918,0,2262,2185,0,5918,0,0.1808,0.0604,0.04524,0.0437,0.0,0.11836,0.07475000000000001,0.0,1.0,1.0,,1.0,0.75,2,2,1,0,3122,40960,3223.108918420226,2324.1366353981857,0.0
90000,2,2,1,41,1,1,-2,-2,-2,-2,28636,-2364,-2364,-2364,-2364,-2364,0,0,0,0,0,0,0.3181777777777778,-0.026266666666666667,-0.026266666666666667,-0.026266666666666667,-0.026266666666666667,-0.026266666666666667,0.031140740740740747,,,,,,,1,2,2,3,31000,61364,12655.697004379752,0.0,1.0
440000,2,1,2,33,-1,-1,-1,-1,-1,-1,304,301,850,10799,746,600,301,850,10819,746,600,4238,0.0006909090909090909,0.000684090909090909,0.001931818181818182,0.024543181818181818,0.0016954545454545453,0.0013636363636363637,0.005151515151515151,1.0,1.0,1.001852023335494,1.0,1.0,1.0003704046670987,-1,0,0,0,-296,439696,4186.018808685249,4132.405336685484,0.0
170000,2,1,1,30,0,0,2,2,0,0,165637,173637,173490,165645,165605,163432,15600,7666,0,7792,6248,5910,0.9743352941176471,1.021394117647059,1.020529411764706,0.9743823529411765,0.9741470588235294,0.9613647058823529,0.9876921568627451,0.08984260267108969,0.04418698484062482,0.0,0.04705171945291507,0.03822996720348524,0.043862254833622966,2,4,2,0,2205,4363,4463.119073771914,5010.748074556,1.0
210000,2,1,2,34,-1,-1,-1,-2,-1,-1,300878,2250,0,0,692,1560,2250,0,0,692,1560,1838,1.432752380952381,0.010714285714285714,0.0,0.0,0.0032952380952380954,0.0074285714285714285,0.24236507936507934,1.0,,,1.0,1.0,1.0,-1,0,0,0,299318,-90878,122468.54435432254,964.773686761132,0.0
120000,2,1,1,36,-1,2,2,-2,-1,0,536,210,-116,-442,732,406,0,0,0,1500,0,0,0.0044666666666666665,0.00175,-0.0009666666666666667,-0.003683333333333333,0.0061,0.0033833333333333332,0.0018416666666666668,0.0,,,2.0491803278688523,0.0,0.6830601092896175,2,4,2,-1,130,119464,435.39177759806165,612.3724356957945,1.0
150000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,150000,0.0,0.0,1.0
90000,2,1,1,43,0,0,0,0,2,2,58043,61485,62540,81123,80073,82472,5003,5000,20000,10,10104,87,0.6449222222222222,0.6831666666666667,0.6948888888888889,0.9013666666666666,0.8897,0.9163555555555556,0.7883999999999999,0.08136943970074002,0.0799488327470419,0.2465392058972178,0.00012488604148714298,0.12251430788631293,0.10609933445455996,2,4,2,-2,-24429,31957,11369.96306062601,7519.77248769314,1.0
50000,1,1,2,46,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0,0,0,1.028,0.0,0.0,0.0,0.0,0.0,0.17133333333333334,,,,,,,0,0,0,2,51400,-1400,20983.96212984256,0.0,0.0
200000,2,3,1,53,0,0,0,0,0,0,98426,91948,17042,10075,5107,7789,52306,1000,212,102,7786,4000,0.49213,0.45974,0.08521,0.050375,0.025535,0.038945,0.19198916666666668,0.5688650106581982,0.05867855885459453,0.021042183622828784,0.0199725866457803,0.9996148414430607,0.3336346362448925,0,0,0,0,90637,101574,44214.10614460804,20496.848411402178,0.0
90000,2,2,2,23,0,0,0,0,0,0,29357,26003,27090,27767,28108,29848,1500,1500,1800,1100,2200,1500,0.32618888888888886,0.28892222222222225,0.301,0.3085222222222222,0.3123111111111111,0.33164444444444446,0.3114314814814815,0.0576856516555782,0.05537098560354374,0.06482515215903771,0.03913476590294578,0.0737067810238542,0.05814466726899192,0,0,0,0,-491,60643,1423.6310500500706,368.7817782917155,0.0
210000,1,2,1,38,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,1451,0.0013857142857142857,0.0013857142857142857,0.0013857142857142857,0.0013857142857142857,0.0013857142857142857,0.0013857142857142857,0.0013857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,-1,0,0,0,0,209709,0.0,473.56801693808114,0.0
50000,2,1,2,26,3,2,2,2,2,0,27056,27031,28317,28568,27302,28171,700,2062,969,700,1500,1500,0.54112,0.54062,0.56634,0.57136,0.54604,0.56342,0.5548166666666666,0.02589619325959084,0.07281844828195078,0.03391907028843461,0.025639147315215,0.05324624613964715,0.04230382105696767,3,11,5,3,-1115,22944,687.9899466319741,541.758525544361,1.0
220000,2,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0.09090909090909091,0.015681818181818182,0.025072727272727274,0.21645,0.13090909090909092,0.038913636363636366,0.08632272727272727,1.0,1.0059825960841189,1.0504000504000504,1.0,1.0,1.011276529296834,-1,0,0,0,11439,200000,17021.634187116113,17863.447054436794,0.0
200000,1,3,2,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,0.03246,0.030345,-0.00101,0.006005,0.006,0.0,0.0123,0.17301038062283736,,1.0840965861781848,0.08333333333333333,,0.44681343337811846,0,0,0,0,6492,193508,3019.6830959556005,600.9414835628063,0.0
260000,1,1,1,51,1,-2,-2,-2,-2,-2,-200,-200,-200,6682,1718,1512,0,0,6882,1734,1512,0,-0.0007692307692307692,-0.0007692307692307692,-0.0007692307692307692,0.0257,0.0066076923076923075,0.0058153846153846155,0.005969230769230769,,,1.0299311583358275,1.009313154831199,1.0,1.0130814377223423,1,1,1,3,-1712,260200,2666.6296330761793,2666.78683062595,0.0
430000,2,1,2,29,0,0,0,-1,0,0,42130,34785,0,18518,16574,12215,1000,0,18518,5,244,1038,0.09797674418604652,0.08089534883720931,0.0,0.04306511627906977,0.03854418604651163,0.028406976744186047,0.04814806201550387,0.02874802357337933,,1.0,0.0003016773259321829,0.019975440032746622,0.2622562852330145,0,0,0,0,29915,387870,15361.655310111168,7387.990139408687,0.0
260000,1,2,2,28,0,0,0,0,0,0,251829,234867,237497,215343,205576,207688,10000,10500,9150,7500,8000,7500,0.9685730769230769,0.9033346153846153,0.91345,0.8282423076923077,0.790676923076923,0.7988,0.8671794871794871,0.04257728842280951,0.04421108477159712,0.042490352600270266,0.03648285792115811,0.038519317437695,0.040856180230705995,0,0,0,0,44141,8171,18666.954981106766,1301.441508482037,0.0
510000,2,1,2,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0.15359019607843138,0.19492941176470588,0.21114901960784313,0.20348235294117648,0.1711078431372549,0.07203725490196078,0.16771601307189543,0.40245840626068763,0.1865980721727987,0.048180696885599755,0.0573081991634676,0.6904107351860421,0.27699122193371917,0,0,0,0,41592,431669,26275.34073930663,22939.886712885047,0.0
300000,2,2,1,31,0,-1,-1,-1,0,0,3565,316,316,17597,15257,9482,316,316,17597,2000,2690,2000,0.011883333333333333,0.0010533333333333334,0.0010533333333333334,0.05865666666666667,0.05085666666666667,0.031606666666666665,0.025851666666666665,1.0,1.0,1.0,0.13108736973192633,0.2836954229065598,0.6829565585276972,0,0,0,0,-5917,296435,7541.366421279369,6657.288649793298,0.0
270000,1,3,1,53,0,0,0,0,0,0,239963,224278,196747,108242,72480,36440,8710,8119,4500,3000,2000,131904,0.8887518518518519,0.8306592592592592,0.7286925925925926,0.4008962962962963,0.26844444444444443,0.13496296296296295,0.5420679012345678,0.03883573065570408,0.04126619465608116,0.04157351120637091,0.041390728476821195,0.054884742041712405,0.04359018140733795,0,0,0,0,203523,30037,85282.15382989965,51770.16598164107,1.0
360000,2,2,2,46,1,2,0,0,0,0,361863,343268,285707,271529,276759,279953,0,11426,9781,10370,13899,9952,1.005175,0.9535222222222223,0.7936305555555555,0.7542472222222222,0.768775,0.7776472222222223,0.8421662037037038,0.0,0.03999201979650481,0.03602193504192922,0.037469422855263966,0.049647619421831525,0.032626199423105906,2,3,2,1,81910,-1863,38975.367946520615,4773.656418302432,0.0
170000,1,1,2,42,0,0,0,0,0,0,166708,85607,88228,91719,97759,99905,4000,4000,5000,7500,4000,5000,0.980635294117647,0.5035705882352941,0.5189882352941176,0.5395235294117647,0.5750529411764705,0.5876764705882352,0.6175745098039215,0.04672515098064411,0.04533708119871243,0.05451433181783491,0.07671927904336173,0.04003803613432761,0.05266677583497616,0,0,0,0,66803,3292,30724.715950951715,1357.0801990548186,0.0
360000,2,1,2,50,-1,-1,-1,-1,-1,-1,11530,11753,0,2855,1730,0,11763,0,2855,1730,0,11150,0.03202777777777778,0.03264722222222222,0.0,0.007930555555555555,0.004805555555555556,0.0,0.012901851851851854,1.0008508465923593,,1.0,1.0,,1.0002836155307866,-1,0,0,0,11530,348470,5527.752949134636,5437.117986580758,0.0
180000,1,1,2,31,0,0,0,0,0,0,89903,66236,59932,52382,40661,32385,3073,3010,2010,1200,1000,1000,0.49946111111111113,0.3679777777777778,0.33295555555555556,0.2910111111111111,0.22589444444444445,0.17991666666666667,0.3162027777777778,0.04639470982547255,0.05022358673162918,0.0383719598335306,0.02951230909225056,0.030878493129535278,0.039076211722483635,0,0,0,0,57518,90097,20350.198846694348,972.4423719000868,0.0
300000,1,1,1,54,0,0,-2,-2,-2,-2,234589,0,0,0,0,0,0,0,0,0,0,0,0.7819633333333333,0.0,0.0,0.0,0.0,0.0,0.13032722222222223,,,,,,,0,0,0,2,234589,65411,95770.55821162715,0.0,0.0
20000,1,2,2,24,2,2,2,2,4,3,15586,16649,16090,20648,19759,19160,1609,0,5148,0,0,0,0.7793,0.83245,0.8045,1.0324,0.98795,0.958,0.8990999999999999,0.09664244098744669,0.0,0.24932196822936847,0.0,0.0,0.06919288184336303,4,15,6,-1,-3574,4414,2133.0887463957047,2072.7410273998694,1.0
60000,2,3,1,63,0,0,0,0,0,0,56285,56894,57006,28198,23888,24083,5000,2156,3017,2009,3000,3000,0.9380833333333334,0.9482333333333334,0.9501,0.46996666666666664,0.39813333333333334,0.4013833333333333,0.6843166666666667,0.08788272928604071,0.037820580289794056,0.10699340378750266,0.08410080375083724,0.12456919818959432,0.0882733430607538,0,0,0,0,32202,3715,17235.53450288096,1066.694457971291,0.0
110000,2,1,2,28,0,0,0,0,0,0,91286,91850,84849,84362,59391,59129,8080,14298,2519,6616,1953,5300,0.8298727272727273,0.835,0.7713545454545454,0.7669272727272727,0.5399181818181819,0.5375363636363636,0.7134348484848485,0.0879695155144257,0.16851111975391578,0.029859415376591356,0.11139734976679969,0.03302947792115544,0.0861533756665776,0,0,0,0,32157,18714,15210.28411853857,4500.51339293641,0.0
50000,1,3,1,39,0,0,-2,-2,-2,-2,44574,0,0,0,0,0,0,0,0,0,0,0,0.89148,0.0,0.0,0.0,0.0,0.0,0.14858000000000002,,,,,,,0,0,0,2,44574,5426,18197.25929913623,0.0,0.0
280000,2,2,1,40,1,-2,-2,-2,-2,-2,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,-3.571428571428572e-05,-3.571428571428572e-05,-3.571428571428572e-05,-3.571428571428572e-05,-3.571428571428572e-05,-3.571428571428572e-05,-3.5714285714285724e-05,,,,,,,1,1,1,3,0,280010,0.0,0.0,0.0
230000,2,2,2,33,0,0,0,0,0,0,232796,233564,235149,166637,165699,163858,9000,9500,6000,6150,6000,10500,1.0121565217391304,1.0154956521739131,1.0223869565217392,0.7245086956521739,0.7204304347826087,0.7124260869565218,0.8679007246376812,0.03853333561679026,0.04039991664859302,0.03600640914082707,0.03711549254974381,0.03661707087844353,0.037734444966879534,0,0,0,0,68938,-2796,37503.560041236975,2039.7099466999387,0.0
20000,1,3,3,44,1,4,3,2,0,0,11027,10710,10398,10000,10000,10000,0,0,0,0,0,0,0.55135,0.5355,0.5199,0.5,0.5,0.5,0.5177916666666667,0.0,0.0,0.0,0.0,0.0,0.0,4,10,4,1,1027,8973,437.6137185540082,0.0,1.0
150000,1,2,2,27,0,0,0,0,0,0,9489,11757,12438,14240,15288,-1000,2500,1202,3000,1048,0,23799,0.06326,0.07838,0.08292,0.09493333333333333,0.10192,-0.006666666666666667,0.06912444444444445,0.21263927872756655,0.09663933108216755,0.21067415730337077,0.0685504971219257,,0.14712581605875766,0,0,0,0,10489,140511,5923.125312423051,9146.536052881806,0.0
50000,2,3,1,55,0,0,0,0,2,0,46300,10849,8857,9658,9359,9554,1200,1147,1222,0,350,338,0.926,0.21698,0.17714,0.19316,0.18718,0.19108,0.3152566666666667,0.1106092727440317,0.12950208874336683,0.1265272313108304,0.0,0.03663387063010257,0.08065449268566631,2,2,1,0,36746,3700,14974.52852568877,541.3493326863902,0.0
320000,1,1,1,44,-2,-2,-2,-2,-2,-2,14075,6813,13482,2975,2029,888,6818,13482,2975,2029,888,1332,0.043984375,0.021290625,0.04213125,0.009296875,0.006340625,0.002775,0.020969791666666668,1.000733891090562,1.0,1.0,1.0,1.0,1.0001467782181124,-2,0,0,0,13187,305925,5828.747504109838,4848.049490946505,0.0
30000,2,2,2,28,2,2,2,2,2,2,19334,20218,19607,21778,22124,22622,1500,0,2500,1000,1000,900,0.6444666666666666,0.6739333333333334,0.6535666666666666,0.7259333333333333,0.7374666666666667,0.7540666666666667,0.698238888888889,0.07419131467009596,0.0,0.11479474699237763,0.0451997830410414,0.04420475643179206,0.05567812022706141,2,12,6,0,-3288,10666,1400.7372939515342,821.5838362577492,0.0
150000,2,3,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2,0,0,0,0,150000,0.0,0.0,0.0
450000,1,2,1,46,-1,-1,-1,-1,-1,-1,130,1926,15671,18552,24222,32867,1926,15671,18574,24231,32885,9343,0.0002888888888888889,0.00428,0.03482444444444444,0.04122666666666667,0.05382666666666667,0.07303777777777777,0.03458074074074074,1.0,1.0,1.0011858559724018,1.0003715630418628,1.00054766178842,1.000421016160537,-1,0,0,0,-32737,449870,12708.247112275818,10905.533256104443,0.0
90000,1,1,1,41,0,0,0,0,0,0,88805,86939,86360,67145,30834,50585,3500,4000,3000,2500,42200,1900,0.9867222222222222,0.9659888888888889,0.9595555555555556,0.7460555555555556,0.3426,0.5620555555555555,0.7604962962962962,0.04025811200956993,0.04631773969430292,0.04467942512473006,0.08107932801452941,0.8342393990313334,0.20931480077489314,0,0,0,0,38220,1195,23718.18619259632,16028.401875005091,0.0
50000,2,2,1,42,0,0,0,0,0,0,41077,42072,43414,44126,45004,46100,1681,2023,1735,1613,1823,2053,0.82154,0.84144,0.86828,0.88252,0.90008,0.922,0.8726433333333333,0.0399553146986119,0.04659787165430506,0.0393192222272583,0.03584125855479513,0.03954446854663774,0.04025162713632162,0,0,0,0,-5023,8923,1856.1569348163068,181.5991923623744,0.0
80000,2,1,1,37,-1,-1,-2,-2,-2,-2,1330,0,0,0,0,0,0,0,0,0,0,0,0.016625,0.0,0.0,0.0,0.0,0.0,0.0027708333333333335,,,,,,,-1,0,0,1,1330,78670,542.9702263169377,0.0,0.0
20000,2,2,2,35,1,2,0,0,-2,-2,14181,12467,6689,0,0,0,0,1000,0,0,0,0,0.70905,0.62335,0.33445,0.0,0.0,0.0,0.27780833333333327,0.0,0.14949917775452234,,,,0.07474958887726117,2,3,2,3,14181,5819,6573.334661088439,408.248290463863,1.0
50000,1,2,1,53,0,0,0,0,0,0,47750,49149,47843,29018,29777,28722,2180,1874,1049,1237,1100,1300,0.955,0.98298,0.95686,0.58036,0.59554,0.57444,0.7741966666666666,0.04435492075118517,0.03916978450348013,0.036149975877041836,0.04154212983174934,0.038298168651208137,0.03990299592293292,0,0,0,0,19028,2250,10465.175649107217,461.2113037065187,1.0
260000,2,3,2,38,0,0,0,0,0,0,30845,20395,17902,18258,18640,18956,1275,1279,635,657,669,668,0.11863461538461538,0.07844230769230769,0.06885384615384615,0.07022307692307693,0.0716923076923077,0.07290769230769231,0.08012564102564103,0.062515322382937,0.07144453133728075,0.03477927483842699,0.03524678111587983,0.03529225575015826,0.047855633084936566,0,0,0,0,11889,229155,4979.673710863661,320.27389320184477,0.0
170000,2,2,1,33,-2,-2,-2,-2,-2,-2,4018,6302,6844,1467,4797,2659,6330,6844,1467,9594,2659,7076,0.02363529411764706,0.03707058823529412,0.040258823529411764,0.008629411764705882,0.028217647058823528,0.015641176470588235,0.025575490196078434,1.004443033957474,1.0,1.0,2.0,1.0,1.2008886067914948,-2,0,0,0,1359,165982,2074.19935557474,3030.491753274816,0.0
